AA230750Y1CD,"{'"1'": '"100271'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"AA'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230750ZGP5,"{'"1'": '"190193'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"B'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230750ZN53,"{'"1'": '"111300'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA230751HBNH,"{'"1'": '"100109'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA230751MF4T,"{'"1'": '"100344'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"C'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230751XSR5,"{'"1'": '"100116'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA230751Y6MN,"{'"1'": '"120010'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"C'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA2307525SF1,"{'"1'": '"100125'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA2307529V2Z,"{'"1'": '"100338'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"A'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230752B4ZY,"{'"1'": '"100345'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"C'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230752C824,"{'"1'": '"111486'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA230752GBVK,"{'"1'": '"190007'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"B'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230752H4W6,"{'"1'": '"137011'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"B'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230752KHZT,"{'"1'": '"100402'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"C'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230752QT01,"{'"1'": '"190001'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA230752R95J,"{'"1'": '"100805'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"B'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230752RLK3,"{'"1'": '"100389'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA230752RTNM,"{'"1'": '"101013'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"AAA'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230752VW99,"{'"1'": '"100109'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"C'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230752XHS1,"{'"1'": '"120019'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"C'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA23108H2H4D,"{'"1'": '"100405'", '"2'": '"OWNER'", '"6'": '"NO'", '"8'": '"USD'", '"9'": '"GB0010001'", '"11'": '"CURRENT'", '"12'": '"20230418'", '"13'": '"ACCOUNT'", '"14'": '"121932'", '"15'": '"DEPOSITS'", '"16'": '"DEPOSITS'", '"17'": '"DEPOSIT.12M'", '"18'": '"20230418'", '"19'": '"CURRENT'", '"20'": [['"ACCOUNT'", '"DEPOSITINT'", '"PRESENTATION'", '"RENEWAL'", '"SCHEDULE'", '"ACTIVITY.CHARGES'", '"BONUS'", '"ACCOUNTING'", '"ACTIVITY.MAPPING'", '"AGENT.COMMISSION'", '"REWARDS.POINTS'", '"ALERTS'", '"ARRANGEMENT.RULES'", '"BALANCE.MAINTENANCE'", '"CHARGE.OVERRIDE'", '"CLOSURE'", '"COMMITMENT'", '"CUSTOMER'", '"MESSAGING'", '"OFFICERS'", '"PO.WITHDRAWAL'", '"PO.EARLY.WITHDRAWAL'", '"PR.DEPOSIT'", '"REDEMPTIONFEE'", '"WITHDRAWALFEES'", '"SETTLEMENT'", '"TAX'", '"ACCREPORTING'", '"BREAKCOSTFEE'"]], '"25'": '"20230418'", '"26'": [['"PAYOUT.ACCOUNT'", '"PAYIN.ACCOUNT'"]], '"27'": [['"AA23080354S8'", '"AA23080354S8'"]], '"40'": '"140140'", '"41'": '"AA230809BQGP'", '"42'": '"AFFILIATEDAGENT'", '"46'": '"DEPOSIT.12M'", '"col_counter'": 71}"
AA23075302QG,"{'"1'": '"100271'", '"2'": '"OWNER'", '"6'": '"NO'", '"8'": '"EUR'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"13'": '"ACCOUNT'", '"14'": '"100137'", '"15'": '"ACCOUNTS'", '"16'": '"CURRENT.ACCOUNTS'", '"17'": '"CURRENT.ACCOUNT'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"MGMTFEE'", '"SCHEDULE'", '"FACILITY'", '"CARDISSUEFEE'", '"ARRANGEMENT.RULES'", '"PRODUCT.QUALIFIER.RULES'", '"STATEMENT'", '"LIMITFEES'", '"PAYFEES'", '"RETURNFEES'", '"NSFREVERSALFEES'", '"BALANCE.AVAILABILITY'", '"CONSTRAINT'", '"ACTIVITY.CHARGES'", '"PRESENTATION'", '"PREFPRICING'", '"DORCLOSEADVFEE'", '"AGENT.COMMISSION'", '"BALANCE'", '"CHEQUEWD'", '"HIGHESTDEBIT'", '"PERIODICCHARGES'", '"REWARDS.POINTS'", '"TAX'", '"ALERTS'", '"BUNDLEINTEREST'", '"CHARGE.OVERRIDE'", '"CRINTEREST'", '"DRINTEREST'", '"LIMIT'", '"MESSAGING'", '"DORMANCY'", '"DORMANCYFEE'", '"ACCOUNTING'", '"ACTIVITY.MAPPING'", '"BALANCE.MAINTENANCE'", '"CLOSURE'", '"CUSTOMER'", '"OFFICERS'", '"PAYOFF'"]], '"33'": '"20230316'", '"34'": '"VALUED.CUST'", '"35'": '"AA230750Y1CD'", '"37'": '"AUTOMATIC'", '"39'": ['"20230416'", '"20230316'"], '"46'": '"CURRENT.ACCOUNT'", '"115'": '"NO'", '"col_counter'": 115}"
AA23075311WK,"{'"1'": '"111659'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"B'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA2307531LBB,"{'"1'": '"100123'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"C'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA2307532X20,"{'"1'": '"190061'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA23075337MW,"{'"1'": '"129032'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"B'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA23075344FX,"{'"1'": '"100105'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA2307536GQ2,"{'"1'": '"100384'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"LOYALTY'", '"17'": '"LOYALTY'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"BRONZE'", '"38'": '"AUTOMATIC'", '"46'": '"LOYALTY'", '"col_counter'": 71}"
AA230753BHGJ,"{'"1'": '"100227'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"AA'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230753C4ZW,"{'"1'": '"100390'", '"2'": '"OWNER'", '"6'": '"NO'", '"8'": '"GBP'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"13'": '"ACCOUNT'", '"14'": '"100064'", '"15'": '"ACCOUNTS'", '"16'": '"CURRENT.ACCOUNTS'", '"17'": '"CURRENT.ACCOUNT'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"MGMTFEE'", '"SCHEDULE'", '"FACILITY'", '"CARDISSUEFEE'", '"ARRANGEMENT.RULES'", '"PRODUCT.QUALIFIER.RULES'", '"STATEMENT'", '"LIMITFEES'", '"PAYFEES'", '"RETURNFEES'", '"NSFREVERSALFEES'", '"BALANCE.AVAILABILITY'", '"CONSTRAINT'", '"ACTIVITY.CHARGES'", '"PRESENTATION'", '"PREFPRICING'", '"DORCLOSEADVFEE'", '"AGENT.COMMISSION'", '"BALANCE'", '"CHEQUEWD'", '"HIGHESTDEBIT'", '"PERIODICCHARGES'", '"REWARDS.POINTS'", '"TAX'", '"ALERTS'", '"BUNDLEINTEREST'", '"CHARGE.OVERRIDE'", '"CRINTEREST'", '"DRINTEREST'", '"LIMIT'", '"MESSAGING'", '"DORMANCY'", '"DORMANCYFEE'", '"ACCOUNTING'", '"ACTIVITY.MAPPING'", '"BALANCE.MAINTENANCE'", '"CLOSURE'", '"CUSTOMER'", '"OFFICERS'", '"PAYOFF'"]], '"33'": '"20230316'", '"34'": '"VALUED.CUST'", '"35'": '"AA2307574RTZ'", '"37'": '"AUTOMATIC'", '"39'": ['"20230416'", '"20230316'"], '"46'": '"CURRENT.ACCOUNT'", '"115'": '"NO'", '"col_counter'": 115}"
AA230753D1MH,"{'"1'": '"111500'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"B'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
AA230753DLCF,"{'"1'": '"120016'", '"2'": '"OWNER'", '"6'": '"NO'", '"9'": '"GB0010001'", '"11'": '"AUTH'", '"12'": '"20230316'", '"15'": '"RELATIONSHIP.PRICING'", '"16'": '"VALUED.CUSTOMER'", '"17'": '"VALUED.CUST'", '"18'": '"20230316'", '"19'": '"CURRENT'", '"20'": [['"ELIGIBILITY'", '"PRICING'", '"CUSTOMER'", '"PRESENTATION'"]], '"22'": '"20230316'", '"23'": '"A'", '"38'": '"AUTOMATIC'", '"46'": '"VALUED.CUST'", '"col_counter'": 71}"
